,pokemon,id,form,rank,move,raito
562,ヒマナッツ,191,0,9,やどりぎのタネ,16.5
563,ヒマナッツ,191,0,10,たいあたり,12.8
564,キマワリ,192,0,1,ソーラービーム,96.5
565,キマワリ,192,0,2,マジカルシャイン,95.7
566,キマワリ,192,0,3,だいちのちから,91.4
567,キマワリ,192,0,4,テラバースト,87.1
568,キマワリ,192,0,5,ヘドロばくだん,6.3
569,キマワリ,192,0,6,ギガドレイン,4.4
570,キマワリ,192,0,7,にほんばれ,3.0
571,キマワリ,192,0,8,リーフストーム,2.9
572,キマワリ,192,0,9,やどりぎのタネ,2.3
573,キマワリ,192,0,10,アンコール,1.8
574,ウパー,194,1,1,じこさいせい,60.2
575,ウパー,194,1,2,どくびし,57.5
576,ウパー,194,1,3,どくどく,55.8
577,ウパー,194,1,4,どろかけ,34.3
578,ウパー,194,1,5,じしん,24.9
579,ウパー,194,1,6,ポイズンテール,22.7
580,ウパー,194,1,7,たたきつける,22.7
581,ウパー,194,1,8,あくび,21.0
582,ウパー,194,1,9,たくわえる,15.5
583,ウパー,194,1,10,たいあたり,12.2
584,エーフィ,196,0,1,サイコキネシス,74.2
585,エーフィ,196,0,2,マジカルシャイン,48.7
586,エーフィ,196,0,3,シャドーボール,46.4
587,エーフィ,196,0,4,テラバースト,38.9
588,エーフィ,196,0,5,くさむすび,34.8
589,エーフィ,196,0,6,トリック,30.8
590,エーフィ,196,0,7,パワージェム,23.5
591,エーフィ,196,0,8,サイコショック,22.4
592,エーフィ,196,0,9,リフレクター,11.7
593,エーフィ,196,0,10,めいそう,10.9
594,ブラッキー,197,0,1,イカサマ,95.7
595,ブラッキー,197,0,2,ねがいごと,78.4
596,ブラッキー,197,0,3,まもる,76.9
597,ブラッキー,197,0,4,あくび,75.1
598,ブラッキー,197,0,5,つきのひかり,19.4
599,ブラッキー,197,0,6,でんじは,18.6
600,ブラッキー,197,0,7,ちょうはつ,9.4
601,ブラッキー,197,0,8,のろい,5.1
602,ブラッキー,197,0,9,バークアウト,4.3
603,ブラッキー,197,0,10,めいそう,2.9
604,ヤミカラス,198,0,1,ちょうはつ,69.7
605,ヤミカラス,198,0,2,おいかぜ,66.4
606,ヤミカラス,198,0,3,イカサマ,61.9
607,ヤミカラス,198,0,4,くろいきり,46.6
608,ヤミカラス,198,0,5,でんじは,42.7
609,ヤミカラス,198,0,6,ほろびのうた,13.9
610,ヤミカラス,198,0,7,とんぼがえり,13.5
611,ヤミカラス,198,0,8,にほんばれ,10.9
612,ヤミカラス,198,0,9,ふいうち,9.7
613,ヤミカラス,198,0,10,フェザーダンス,8.9
614,ヤドキング,199,0,1,さむいギャグ,64.1
615,ヤドキング,199,0,2,なみのり,46.1
616,ヤドキング,199,0,3,サイコキネシス,37.5
617,ヤドキング,199,0,4,あくび,34.3
618,ヤドキング,199,0,5,トリックルーム,26.6
619,ヤドキング,199,0,6,かえんほうしゃ,19.2
620,ヤドキング,199,0,7,サイコショック,16.9
621,ヤドキング,199,0,8,トリック,14.6
622,ヤドキング,199,0,9,なまける,14.5
623,ヤドキング,199,0,10,れいとうビーム,12.4
624,ムウマ,200,0,1,いたみわけ,70.5
625,ムウマ,200,0,2,ほろびのうた,44.2
626,ムウマ,200,0,3,おにび,44.1
627,ムウマ,200,0,4,たたりめ,30.6
628,ムウマ,200,0,5,でんじは,30.5
629,ムウマ,200,0,6,くろいまなざし,28.7
630,ムウマ,200,0,7,みちづれ,21.3
631,ムウマ,200,0,8,トリックルーム,17.0
632,ムウマ,200,0,9,のろい,16.2
633,ムウマ,200,0,10,イカサマ,15.5
634,キリンリキ,203,0,1,バトンタッチ,28.5
635,キリンリキ,203,0,2,マジカルシャイン,28.0
636,キリンリキ,203,0,3,ツインビーム,25.1
637,キリンリキ,203,0,4,めいそう,24.4
638,キリンリキ,203,0,5,でんじは,24.4
639,キリンリキ,203,0,6,わるだくみ,23.9
640,キリンリキ,203,0,7,アシストパワー,23.5
641,キリンリキ,203,0,8,テラバースト,23.5
642,キリンリキ,203,0,9,こうそくいどう,21.9
643,キリンリキ,203,0,10,ミラーコート,18.5
644,クヌギダマ,204,0,1,だいばくはつ,89.2
645,クヌギダマ,204,0,2,ステルスロック,72.3
646,クヌギダマ,204,0,3,カウンター,67.7
647,クヌギダマ,204,0,4,まきびし,53.8
648,クヌギダマ,204,0,5,ジャイロボール,33.8
649,クヌギダマ,204,0,6,どくびし,16.9
650,クヌギダマ,204,0,7,アイススピナー,15.4
651,クヌギダマ,204,0,8,きしかいせい,10.8
652,クヌギダマ,204,0,9,しっぺがえし,10.8
653,クヌギダマ,204,0,10,ドリルライナー,10.8
654,フォレトス,205,0,1,ステルスロック,71.5
655,フォレトス,205,0,2,ボディプレス,64.3
656,フォレトス,205,0,3,ボルトチェンジ,53.3
657,フォレトス,205,0,4,てっぺき,30.0
658,フォレトス,205,0,5,ジャイロボール,26.8
659,フォレトス,205,0,6,でんじは,18.9
660,フォレトス,205,0,7,だいばくはつ,18.4
661,フォレトス,205,0,8,こうそくスピン,16.5
662,フォレトス,205,0,9,どくびし,15.1
663,フォレトス,205,0,10,アイススピナー,14.8
664,ノコッチ,206,0,1,はねやすめ,72.0
665,ノコッチ,206,0,2,とぐろをまく,59.1
666,ノコッチ,206,0,3,バトンタッチ,56.8
667,ノコッチ,206,0,4,ステルスロック,42.5
668,ノコッチ,206,0,5,あくび,37.6
669,ノコッチ,206,0,6,へびにらみ,29.3
670,ノコッチ,206,0,7,ドわすれ,13.6
671,ノコッチ,206,0,8,れいとうビーム,11.3
672,ノコッチ,206,0,9,ハイパードリル,10.1
673,ノコッチ,206,0,10,めいそう,6.4
674,ハリーセン,211,0,1,みちづれ,51.3
675,ハリーセン,211,0,2,どくづき,39.6
676,ハリーセン,211,0,3,どくどく,32.8
677,ハリーセン,211,0,4,たきのぼり,31.6
678,ハリーセン,211,0,5,ちいさくなる,26.2
679,ハリーセン,211,0,6,アクアブレイク,24.6
680,ハリーセン,211,0,7,とどめばり,19.9
681,ハリーセン,211,0,8,アクアジェット,18.9
682,ハリーセン,211,0,9,でんじは,17.8
683,ハリーセン,211,0,10,きしかいせい,17.0
684,ハッサム,212,0,1,バレットパンチ,99.9
685,ハッサム,212,0,2,インファイト,75.8
686,ハッサム,212,0,3,とんぼがえり,70.0
687,ハッサム,212,0,4,どろぼう,48.3
688,ハッサム,212,0,5,つるぎのまい,43.9
689,ハッサム,212,0,6,テラバースト,15.2
690,ハッサム,212,0,7,でんこうせっか,10.8
691,ハッサム,212,0,8,くさわけ,6.0
692,ハッサム,212,0,9,つばめがえし,5.2
693,ハッサム,212,0,10,かわらわり,5.1
694,ヘラクロス,214,0,1,インファイト,82.9
695,ヘラクロス,214,0,2,ロックブラスト,56.9
696,ヘラクロス,214,0,3,じしん,42.1
697,ヘラクロス,214,0,4,くさわけ,41.0
698,ヘラクロス,214,0,5,じごくづき,38.3
699,ヘラクロス,214,0,6,ミサイルばり,24.8
700,ヘラクロス,214,0,7,からげんき,18.7
701,ヘラクロス,214,0,8,タネマシンガン,18.6
702,ヘラクロス,214,0,9,つるぎのまい,17.8
703,ヘラクロス,214,0,10,メガホーン,11.7
704,ニューラ,215,0,1,カウンター,75.0
705,ニューラ,215,0,2,つららおとし,52.5
706,ニューラ,215,0,3,こおりのつぶて,47.9
707,ニューラ,215,0,4,ねこだまし,46.7
708,ニューラ,215,0,5,きしかいせい,40.8
709,ニューラ,215,0,6,ちょうはつ,25.8
710,ニューラ,215,0,7,れいとうパンチ,21.3
711,ニューラ,215,0,8,かみつく,20.0
712,ニューラ,215,0,9,かわらわり,14.2
713,ニューラ,215,0,10,こごえるかぜ,8.8
714,ヒメグマ,216,0,1,インファイト,76.5
715,ヒメグマ,216,0,2,じゃれつく,61.2
716,ヒメグマ,216,0,3,つぶらなひとみ,49.4
717,ヒメグマ,216,0,4,ちょうはつ,41.2
718,ヒメグマ,216,0,5,のしかかり,40.0
719,ヒメグマ,216,0,6,まもる,24.7
720,ヒメグマ,216,0,7,カウンター,16.5
721,ヒメグマ,216,0,8,いびき,15.3
722,ヒメグマ,216,0,9,あばれる,11.8
723,ヒメグマ,216,0,10,しっぺがえし,11.8
724,リングマ,217,0,1,じゃれつく,57.7
725,リングマ,217,0,2,じしん,54.0
726,リングマ,217,0,3,からげんき,33.6
727,リングマ,217,0,4,ビルドアップ,26.7
728,リングマ,217,0,5,シャドークロー,24.0
729,リングマ,217,0,6,のしかかり,20.0
730,リングマ,217,0,7,ねごと,19.0
731,リングマ,217,0,8,ねむる,18.4
732,リングマ,217,0,9,インファイト,13.2
733,リングマ,217,0,10,ほのおのパンチ,9.9
734,デリバード,225,0,1,みちづれ,93.4
735,デリバード,225,0,2,カウンター,78.3
736,デリバード,225,0,3,ねこだまし,52.6
737,デリバード,225,0,4,おいかぜ,45.2
738,デリバード,225,0,5,こうそくいどう,27.7
739,デリバード,225,0,6,おきみやげ,18.1
740,デリバード,225,0,7,こおりのつぶて,17.1
741,デリバード,225,0,8,きしかいせい,9.5
742,デリバード,225,0,9,フリーズドライ,8.2
743,デリバード,225,0,10,こうそくスピン,6.7
744,デルビル,228,0,1,ほうふく,96.1
745,デルビル,228,0,2,ふいうち,81.8
746,デルビル,228,0,3,みちづれ,66.7
747,デルビル,228,0,4,イカサマ,41.5
748,デルビル,228,0,5,きしかいせい,27.7
749,デルビル,228,0,6,ほえる,26.9
750,デルビル,228,0,7,くさわけ,13.7
751,デルビル,228,0,8,ひのこ,5.9
752,デルビル,228,0,9,かえんほうしゃ,4.8
753,デルビル,228,0,10,まもる,3.6
754,ヘルガー,229,0,1,あくのはどう,70.4
755,ヘルガー,229,0,2,みちづれ,62.9
756,ヘルガー,229,0,3,かえんほうしゃ,54.7
757,ヘルガー,229,0,4,ふいうち,40.7
758,ヘルガー,229,0,5,ほうふく,28.7
759,ヘルガー,229,0,6,カウンター,27.1
760,ヘルガー,229,0,7,オーバーヒート,23.4
761,ヘルガー,229,0,8,ちょうはつ,15.7
762,ヘルガー,229,0,9,テラバースト,11.0
763,ヘルガー,229,0,10,だいもんじ,9.0
764,ゴマゾウ,231,0,1,こおりのつぶて,97.6
765,ゴマゾウ,231,0,2,カウンター,83.3
766,ゴマゾウ,231,0,3,がむしゃら,69.3
767,ゴマゾウ,231,0,4,じわれ,33.1
768,ゴマゾウ,231,0,5,じたばた,21.5
769,ゴマゾウ,231,0,6,ステルスロック,17.5
770,ゴマゾウ,231,0,7,じしん,17.1
771,ゴマゾウ,231,0,8,アンコール,12.0
772,ゴマゾウ,231,0,9,にほんばれ,10.4
773,ゴマゾウ,231,0,10,じならし,10.0
774,ドンファン,232,0,1,じしん,89.6
775,ドンファン,232,0,2,こおりのつぶて,88.9
776,ドンファン,232,0,3,ステルスロック,54.6
777,ドンファン,232,0,4,はたきおとす,45.9
778,ドンファン,232,0,5,こうそくスピン,28.7
779,ドンファン,232,0,6,がむしゃら,23.2
780,ドンファン,232,0,7,アイススピナー,22.0
781,ドンファン,232,0,8,アンコール,14.1
782,ドンファン,232,0,9,じゃれつく,9.1
783,ドンファン,232,0,10,カウンター,4.2
784,オドシシ,234,0,1,めいそう,32.6
785,オドシシ,234,0,2,テラバースト,30.6
786,オドシシ,234,0,3,だいちのちから,30.5
787,オドシシ,234,0,4,さいみんじゅつ,30.1
788,オドシシ,234,0,5,でんじは,28.8
789,オドシシ,234,0,6,トリックルーム,20.9
790,オドシシ,234,0,7,リフレクター,19.5
791,オドシシ,234,0,8,ひかりのかべ,16.7
792,オドシシ,234,0,9,メガホーン,16.4
793,オドシシ,234,0,10,しねんのずつき,15.2
794,ハピナス,242,0,1,タマゴうみ,87.1
795,ハピナス,242,0,2,かえんほうしゃ,48.2
796,ハピナス,242,0,3,シャドーボール,45.4
797,ハピナス,242,0,4,めいそう,42.3
798,ハピナス,242,0,5,なげつける,39.1
799,ハピナス,242,0,6,れいとうビーム,30.1
800,ハピナス,242,0,7,１０まんボルト,18.3
801,ハピナス,242,0,8,ステルスロック,16.4
802,ハピナス,242,0,9,テラバースト,13.8
803,ハピナス,242,0,10,ちきゅうなげ,10.4
804,ヨーギラス,246,0,1,じしん,98.1
805,ヨーギラス,246,0,2,ロックブラスト,94.2
806,ヨーギラス,246,0,3,りゅうのまい,69.2
807,ヨーギラス,246,0,4,テラバースト,67.3
808,ヨーギラス,246,0,5,アイアンヘッド,25.0
809,ヨーギラス,246,0,6,いわなだれ,25.0
810,ヨーギラス,246,0,7,じだんだ,1.9
811,ヨーギラス,246,0,8,たいあたり,1.9
812,ヨーギラス,246,0,9,かみくだく,1.9
813,ヨーギラス,246,0,10,からげんき,1.9
814,サナギラス,247,0,1,じしん,79.7
815,サナギラス,247,0,2,りゅうのまい,78.0
816,サナギラス,247,0,3,ねむる,64.4
817,サナギラス,247,0,4,テラバースト,47.5
818,サナギラス,247,0,5,アイアンヘッド,25.4
819,サナギラス,247,0,6,ストーンエッジ,20.3
820,サナギラス,247,0,7,のろい,15.3
821,サナギラス,247,0,8,げきりん,15.3
822,サナギラス,247,0,9,じだんだ,10.2
823,サナギラス,247,0,10,ロックブラスト,6.8
824,バンギラス,248,0,1,じしん,64.7
825,バンギラス,248,0,2,かみくだく,63.3
826,バンギラス,248,0,3,ロックブラスト,49.0
827,バンギラス,248,0,4,ストーンエッジ,32.9
828,バンギラス,248,0,5,けたぐり,27.8
829,バンギラス,248,0,6,りゅうのまい,21.7
830,バンギラス,248,0,7,ステルスロック,18.0
831,バンギラス,248,0,8,れいとうパンチ,15.1
832,バンギラス,248,0,9,テラバースト,10.8
833,バンギラス,248,0,10,でんじは,9.4
834,キャモメ,278,0,1,はねやすめ,50.0
835,キャモメ,278,0,2,こごえるかぜ,50.0
836,キャモメ,278,0,3,エアスラッシュ,50.0
837,キャモメ,278,0,4,ぼうふう,50.0
838,キャモメ,278,0,5,なきごえ,43.8
839,キャモメ,278,0,6,みずでっぽう,43.8
840,キャモメ,278,0,7,アクアリング,6.3
841,キャモメ,278,0,8,みがわり,6.3
842,キャモメ,278,0,9,こうそくいどう,6.3
843,キャモメ,278,0,10,まもる,6.3
844,ペリッパー,279,0,1,ぼうふう,96.5
845,ペリッパー,279,0,2,とんぼがえり,79.9
846,ペリッパー,279,0,3,ハイドロポンプ,42.3
847,ペリッパー,279,0,4,はねやすめ,35.9
848,ペリッパー,279,0,5,れいとうビーム,34.1
849,ペリッパー,279,0,6,なみのり,28.1
850,ペリッパー,279,0,7,ひやみず,27.8
851,ペリッパー,279,0,8,おいかぜ,20.2
852,ペリッパー,279,0,9,でんこうせっか,9.1
853,ペリッパー,279,0,10,テラバースト,6.3
854,ラルトス,280,0,1,トリックルーム,77.5
855,ラルトス,280,0,2,みちづれ,63.0
856,ラルトス,280,0,3,おきみやげ,58.5
857,ラルトス,280,0,4,おにび,33.3
858,ラルトス,280,0,5,かげぶんしん,15.5
859,ラルトス,280,0,6,なきごえ,13.7
860,ラルトス,280,0,7,まもる,13.2
861,ラルトス,280,0,8,テレポート,12.5
862,ラルトス,280,0,9,サイコキネシス,12.5
863,ラルトス,280,0,10,さいみんじゅつ,11.8
864,キルリア,281,0,1,みちづれ,62.3
865,キルリア,281,0,2,アンコール,36.0
866,キルリア,281,0,3,かげうち,34.6
867,キルリア,281,0,4,リフレクター,33.6
868,キルリア,281,0,5,ひかりのかべ,27.0
869,キルリア,281,0,6,トリックルーム,26.0
870,キルリア,281,0,7,ドレインキッス,21.5
871,キルリア,281,0,8,こごえるかぜ,19.0
872,キルリア,281,0,9,おきみやげ,18.3
873,キルリア,281,0,10,おにび,17.6
874,サーナイト,282,0,1,ムーンフォース,93.8
875,サーナイト,282,0,2,マジカルフレイム,62.6
876,サーナイト,282,0,3,サイコキネシス,45.2
877,サーナイト,282,0,4,トリック,42.8
878,サーナイト,282,0,5,サイコショック,30.1
879,サーナイト,282,0,6,１０まんボルト,14.1
880,サーナイト,282,0,7,みちづれ,12.5
881,サーナイト,282,0,8,アンコール,9.2
882,サーナイト,282,0,9,シャドーボール,9.2
883,サーナイト,282,0,10,エナジーボール,8.5
884,アメタマ,283,0,1,ねばねばネット,90.8
885,アメタマ,283,0,2,あまごい,73.9
886,アメタマ,283,0,3,ハイドロポンプ,56.6
887,アメタマ,283,0,4,パワーシェア,39.8
888,アメタマ,283,0,5,アクアジェット,29.7
889,アメタマ,283,0,6,くろいきり,23.3
890,アメタマ,283,0,7,れいとうビーム,11.6
891,アメタマ,283,0,8,こごえるかぜ,9.6
892,アメタマ,283,0,9,ひやみず,9.6
893,アメタマ,283,0,10,みずびたし,8.0
894,アメモース,284,0,1,ねばねばネット,82.1
895,アメモース,284,0,2,こごえるかぜ,55.1
896,アメモース,284,0,3,エアスラッシュ,45.0
897,アメモース,284,0,4,ふきとばし,35.6
898,アメモース,284,0,5,ちょうのまい,21.7
899,アメモース,284,0,6,れいとうビーム,15.9
900,アメモース,284,0,7,とんぼがえり,15.3
901,アメモース,284,0,8,なみのり,14.8
902,アメモース,284,0,9,むしのさざめき,10.7
903,アメモース,284,0,10,しびれごな,10.6
904,キノココ,285,0,1,キノコのほうし,86.6
905,キノココ,285,0,2,やどりぎのタネ,85.1
906,キノココ,285,0,3,とびつく,82.1
907,キノココ,285,0,4,みがわり,50.7
908,キノココ,285,0,5,まもる,37.3
909,キノココ,285,0,6,すいとる,11.9
910,キノココ,285,0,7,たいあたり,10.4
911,キノココ,285,0,8,ずつき,3.0
912,キノココ,285,0,9,なやみのタネ,3.0
913,キノココ,285,0,10,ギガドレイン,1.5
914,キノガッサ,286,0,1,キノコのほうし,94.0
915,キノガッサ,286,0,2,マッハパンチ,92.8
916,キノガッサ,286,0,3,タネマシンガン,90.6
917,キノガッサ,286,0,4,じならし,65.4
918,キノガッサ,286,0,5,がんせきふうじ,20.6
919,キノガッサ,286,0,6,テラバースト,6.5
920,キノガッサ,286,0,7,みがわり,6.2
921,キノガッサ,286,0,8,やどりぎのタネ,5.8
922,キノガッサ,286,0,9,つるぎのまい,3.8
923,キノガッサ,286,0,10,つばめがえし,2.6
924,ナマケロ,287,0,1,あくび,52.6
925,ナマケロ,287,0,2,アームハンマー,47.4
926,ナマケロ,287,0,3,のしかかり,47.4
927,ナマケロ,287,0,4,つじぎり,47.4
928,ナマケロ,287,0,5,ブレイククロー,47.4
929,ナマケロ,287,0,6,なまける,42.1
930,ナマケロ,287,0,7,ドわすれ,36.8
931,ナマケロ,287,0,8,ゆびをふる,31.6
932,ナマケロ,287,0,9,ひっかく,21.1
933,ヤルキモノ,288,0,1,ビルドアップ,83.0
934,ヤルキモノ,288,0,2,なまける,76.9
